Sentiment,Transcript
,"Here's the real issue. Do we still have standards? Do we still have values and principles? You see all the divisiveness and the hatred that goes on in our society. Where did that spirit come from in America? It did not come from our Judeo-Christian roots. The majority of people in America actually have values and principles, and they believe in the very things that made America great. It's time for us to stand up for what we believe in. I'm Ben Carson and I approved this message."
,"Marco Rubio ran for Senate saying he opposed amnesty, then he broke his promise joining with Liberal Democrats to co-author the path to citizenship bill. His fingerprints are all over that bill. Rubio joked: Actually, I changed my mind...no, I'm kidding. Only he wasn't. He's flipped on his own bill, now telling us: When I'm president, there will be no amnesty. But with his record on immigration, how can we trust Rubio on anything? Right To Rise USA is responsible for the content of this message."
,"Where do you line up with John Kasich on the issues? Take the Kasich quiz. Forced Obamacare expansion in Ohio. Voted for massive defense cuts and defended the process that closed Pease Air Force Base which cost thousands of local jobs. Even had the worst rating on spending of any governor in the country, Republican or Democrat. John Kasich. Wrong on New Hampshire issues. Right To Rise USA is responsible for the content of this message."
,"We don't have a country if we don't have borders. We will build a wall. It will be a great wall. It will do what it's supposed to. Keep illegal immigrants out. Now, with that said, we're gonna have a beautiful, big door right in the middle of that wall. And people are going to come into our country. And they're going to come in legally. And we want people to come in. And we want to treat people fairly. But, we either have a country or we don't. We need a border. We need a wall. I took a tremendous amount of heat when I started talking about illegal immigration. I turned out to be right. Now everybody's talking about it. But they still don't get it. We have to stop the inflow of illegals coming in to our country. It has to be stopped. It has to be stopped now."
,Hello I'm Governor Martin O'Malley. I'm a lifelong Democrat and I'm running for President of the United States to bring new leadership forward for our country and to build upon the good work that President Obama and Vice President Biden have done. With new leadership together we can achieve big things again as a nation. We can get things done. That's why I put forward a plan to move us to 100% clean electric grid by 2050. I'm running for President to bring new leadership to our country and build on President Obama's progress. I need your help. Thanks a lot.
,"Washington is broken and both parties are to blame. But it will never get better if we keep sending people to Washington who will say or do anything to get elected. It's time for a president who will stand up to runaway government and fight Washington special interests in both parties. I tell people all the time: America doesn't owe me anything, but I have a debt to America I can never repay. I'm Marco Rubio and I approved of this message."
,I know the best people and I'm totally self-funding my campaign. So I don't have to take donors and special interest people and lobbyists. I don't have to bring them in. I know the absolute best people and I'm bringing them with me to Washington. We will have the greatest negotiators in the world negotiating against China and Japan and Mexico and Vietnam and all of the many countries that are ripping us off. We're gonna bring our jobs back. We're gonna bring manufacturing back. We're not gonna be the patsies. We've been patsies for the world for too long. It's going to end. I've got the best people in the world and we're gonna use them.
,"If I'm our nominee, how is Hillary Clinton gonna lecture me about living paycheck to paycheck. I was raised paycheck to paycheck. Because you better be able to lead our country on the first day. Not six months from now. Not a year from now. On the first day in office, our President could very well confront a national security crisis. The only reason why you're doing it now is because we're running for the same position and someone has convinced you that attacking me is going to help you. Here's the bottom line. I'm not. My campaign is going to be about the future of America. Welders make more money than philosophers. We need more welders and less philosophers. For over 200 years, this has been a special country. A unique place where anyone from anywhere can achieve anything. Hillary Clinton is disqualified from being commander-in-chief of the United States."
,"My qualifications for President of the United States are rather narrow. Is he or she godly? Does he or she love us? Can he or she do the job? And finally would they kill a duck and put him in a pot and make 'em a good duck gumbo? I've looked at the candidates. Ted Cruz is my man. He fits the bill. He's godly, he loves us, he's the man for the job. And he will go duck hunting cause today we're going. Ted Cruz is my man. I'm voting for him. The reason we're going to vote for you, all of us, is you're one of us, my man. Thank you. That's why we're voting for you. It's now or never."
,"Obama's America. A nation of broken fences and empty promises. Less safe, less hopeful. Politicians tried, they failed Dr Ben Carson spent his entire career holding a child's life in his hands. Courage, inner strength, and belief in God allows him to look death in the eye and not blink. Thousands have trusted their children's lives to Ben Carson. We can trust him too. I'm Ben Carson and I approve this message."
,"Ten American sailors captured by Iran and humiliated on video. When our sailors were released the White House said thank you to Iran. President Obama, how about our troops? If I am elected President, no serviceman or service women would be forced to be on their knees, and any nation that captures our fighting men and women will feel the full force of fury the United States of America. I will have your back. I'm Ted Cruz and I approve this message."
,"Family values are key, you know I see these young people here who reminds me so much of my career as a pediatric neurosurgeon, it was really because I had the faith in God and that made me take on some of those challenging cases and faith informs what kind of person you are and how you relate to other people, and a lot of it has to do with our values and principles, and we should really be in no hurry to give those away for the sake of political correctness I'm Ben Carson and I approve this message."
,"We will not defeat radical Islamic terrorism so long as we have a President unwilling to utter the words radical Islamic terrorist. What we need is a Commander-In-Chief who makes clear if you join ISIS, if you wage jihad on America, then you are signing your death warrant. I introduced the Expatriate Terrorist Act in the Senate that said if any American travels to the Middle East and joins ISIS, that he or she forfeits their citizenship, so they don't use a passport to come back and wage jihad on Americans."
,"Marco has something that I think the Republican party needs to have, which is an optimistic hopeful message based on our principles. I'm a huge Marco fan. He is probably the most articulate conservative on the scene today and the fortitude to be a good president. I'm so proud of his high voltage energy. I'm so proud of his enthusiasm. I'm so proud of his eloquence. I'm a huge Marco fan. I'm Marco Rubio and I approve this message."
,"Ladies. Look at this face. And look at all of your faces. The face of leadership. The face of leadership in our party. The party of women's suffrage. The face of leadership in your communities, in your businesses, in your places of work and worship. Ladies, note to Democrat party: we are not a special interest group we are the majority of the nation. This is the face of a 61-year old woman. I am proud of every year and every wrinkle."
,Heard that silly ethanol lobby ad attacking Ted Cruz? It's a lie. Ted Cruz opposes all energy subsidies including oil subsidies just like any conservative should and Cruz has the guts to say it in iowa. That's real conservative leadership. But when has Marco Rubio ever taken a conservative stand? We all know about Rubio and Schumer's Gang of Eight amnesty scheme but there's more. Rubio backed sugar subsidies as well as ethanol. Rubio's endorsed paid family leave funded by taxpayers and NSA spying on citizens. Marco Rubio looks good on TV but that's about it. Ted Cruz. Ted Cruz for president now before it's too late. Wouldn't it be nice to nominate for president someone as committed to conservative values as Barack Obama is too liberal... Courageous Conservatives PAC paid for this ad and is only responsible for the contents. Not authorized by any candidate or candidate's committee. CourageousConservativesPAC.com.
,"Hearing the rhetoric that's going on in the media makes me sick. Because I as an individual, I'm constantly trying to raise awareness and make sure that everyone is treated equally in this country. So to the next President of the United States, what do you think about that? My father's family died in concentration camps. I will do everything that I can to rid this country of the ugly stain of racism. There is a lot of anger being generated and hatred being generated against Muslims in this country. And if we stand for anything, we have got to stand together and end all forms of racism, and I will lead that effort as President of the United States. I'm Bernie Sanders, and I approve this message."
,"Nice seeing you too. Appreciate your service. Yeah this this is given to me by Jane Horton who was at the debate last night and she helps military families now. Jane Horton is sitting with my wife here today. Her husband Chris was killed in action in Afghanistan and Jane spends her time now defending and fighting for military families. They're both heroes. It reminds me the job I'm running for is a serious one, you can't be making statements that you regret later. In campaigns you can you can go overboard, you're running just to be commander-in-chief United States your word matters. I wear it everyday. I got three of them actually three different families. It's just a good reminder of what the job's about. I think we need a commander-in-chief you need someone who's really focused on the greatness of our country and we keep it safe. I appreciate you. Thank you for your service."
,Mindy will work 179 shifts to earn with the average top CEO makes in a single day. Join the fight for higher incomes. Join the fight for Mindy. I am Hillary Clinton and I approve this message.
,"They said ISIS was contained. Our goal has been first to contain and we have contained them. That we were finally where we need to be. I wish we could say yes let's go destroy ISIS. No, we are now finally where we need to be. That this isn't our problem. Why do we care? Let ISIS and Syria fight. He says that ISIS is not our fight. Really? Islamic terrorism is not a threat to the United States? Tell that the family members of the people in San Bernardino. We need someone who has a steady hand who has plans to keep us safe. Here's my commitment to you I will be a Commander-in-Chief. I will lead this country toward more secure a place where we can get to the business of creating prosperity again for our great country."
,"He was rated A+ by the NRA. Not for his promises, but for defending the 2nd Amendment. He's a man of deep faith who fought time and again for the right to life. He laid out a plan to destroy ISIS months before Paris. He will strengthen our border and use conservative principles to put Washington's broken fiscal house back in order. Jeb Bush. He's the conservative you can trust to fight for our beliefs. Right To Rise USA is responsible for the content of this message."
,"This is a CBS News special report a presidential address to the nation. From Washington, here is Scott Pelley. Good evening. It is the beginning of the end but just the beginning. The plan he will announce is not what his generals wanted but with the U.S. economy struggling, the government deep in debt. Here is the president in the East Room of the White House. When it comes to great steaks I just raised the stakes. Trump stakes are the world's greatest steaks and I mean that in every sense of the word. Trump steaks are by far the best tasting most flavorful beef you've ever had. Truly in a league of their own. Until now you could only enjoy stakes of this quality in one of my resort restaurants or America's finest steak houses. But now that's changed and believe me I understand steaks. It's my favorite food and these are the best."
,"He's the smartest person on the stage by a long shot. Doesn't have the political experience but quite frankly I'm grateful for that. I don't want a professional politician I don't want someone who was so polarizing that if they got elected they could accomplish nothing we have lots of people in washington D.C. with lots and lots of years of political experience who quite frankly are selling us down the tubes. You need a president who's a good manager. When Ben Carson developed the process for separating conjoined twin to the head, Carson then went out to the world of neurosurgery and said 'what do I have right what do I have wrong' help me. And Carson being anything but an egotist took in all of the information from all of these other neurosurgeons and finalized the process so that that process is now the accepted way of doing this surgery. You can as president surround yourself with people with lots of political experience with lots of savvy on on how the congress should interact with the White House with the judicial and that's what we need is a person in Washington D.C. with the common sense experience with being led by God by wanting to do the very best for the American people. Dr Ben Carson is the only candidate on stage who can heal America."
,"We will carpet bomb them into oblivion. I don't know if sand can glow in the dark but we're going to find out. Assad is one of the main reasons why ISIS even exists to begin with. Anti-american dictators like Assad if they go I will not shed a tear. I have never supported the use of military force, of US military force in this conflict and I still don't. I remain unconvinced that the use of force proposed here will work. All of us are outraged at Assad's conduct and he rightly should be subject to condemnation worldwide. But an attack? I think a military attack is a mistake. Ted Cruz and Marco Rubio had a chance to stand for fighting against Assad and ISIS and both backed away because it wasn't popular at the time. We need someone with a steady hand with proven leadership skills and the ability to go to congress to get an authorization to use military force to rid this from the face of the Earth."
,"It is time to deal with my skyrocketing out of pocket costs. The 32 year old head of a pharmaceutical company raised the price of a life-saving drug overnight by 5,000 percent I'm announcing a detailed plan to crack down on these abuses. He may be lowering it after Hillary Clinton blasting him out of the water. Her plan would limit the out of pocket costs that consumers have to pay. Nobody in America step to choose between by the medicine they need and paying their rent. I'm Hillary Clinton and I approve this message."
,"The top 1/10th of 1% owns almost as much wealth as the bottom 90%. This great country and our government belong to all of us. Wall Street, Corporate America, wealthy campaign donors have so much influence that the only way they are defeated is when millions of people begin to stand up, and say loudly and clearly, enough is enough. I'm Bernie Sanders and I approved this message."
,"President Obama gave away the store to the Iranians. To a group of people who since 1979 have been chanting death to America. This was negotiated so badly that you wouldn't let this President buy a car for you at a car dealership. Now he's lying to the American people about how the deal's gonna work. I would have walked away from the table. That's what Ronald Reagan did when he walked away from Mikhail Gorbachev in Reykjavik. And so as President, the top priority is to protect the United States of America and I'm the only one in this race who has had at least some small part of that responsibility. I'm Chris Christie and I approved this message."
,"Iraq 2005. Hundreds of Americans have been killed in roadside bomb attacks. Six were killed in attacks linked to al-qaida terrorist Waad Ramadan Alwan and Mohanad Shareef Hammadi. A sniper and bomb-maker Alwan bragged he ate Americans for lunch and dinner. Kentucky 2009. Alwan and Hammadi were welcomed into America by the federal government given public housing and public assistance as refugees. Here they attempted to send heavy arms to al-qaida and plotted an attack on an army captain in America. And yet some refuse to learn from mistakes. We have welcomed refugees, the tired huddled masses for centuries. That's been the history of the United States. We should continue to do so. Well we've always been a country that's been willing to accept people who have been displaced and I would be open to that. But Rand Paul sounded the alarm. It is almost a certainty ISIS will infiltrate. Why should we take one of these people? As you know this is one of the reasons I opposed Rubio's bill originally on immigration because I don't think there's enough scrutiny for those who might come and attack us. Rand Paul wrote the amendment to suspend visas to nations nations with high risks of terrorism. But Marco Rubio voted no. Rand Paul is leading the fight to stop terrorism at our borders and protect Americans first."
,"Howdy, I'm Rick Perry. 2016 is a critical election and I'm here to stress to you how important it is for conservatives to rally together and support a consistent conservative candidate will take on Washington who can defeat the Democratic nominee. That's why I support Ted Cruz president. As an air force veteran I understand the sacrifices that our men and women in the military make every day. They deserve a commander-in-chief who values their service. Who will keep our military strong, who will always put America's national security interests first. He has proven that he is ready to serve as our commander-in-chief from day one. He has also proven the willingness to take on the Washington cartel and restore power and opportunity back to the people. He has proven that he'll do what is necessary to secure our borders to defeat radical islamic terrorism and ensure our brave veterans get the care they've earned. Ted is the leader that we need to reignite the promise of America. That's why I am supporting Ted Cruz and asking Iowa Republicans to caucus for Cruz next month, February the first."
,"What happened to Jeb? He had the name, the money, the support. And yet a lukewarm message, weak debates and sagging polls have left Jeb attacking John Kasich in desperation. John Kasich is a leader. He shrunk government, balanced budgets and cut taxes $5 billion and help create over 400,000 jobs. America there's a better brighter way. John Kasich. I'm John Kasich and I approve this message."
,"As a Democrat or as a Republican. Well, you'd be shocked if I said in many cases I probably identify more as a Democrat. I don't know. How does it get worse? But she was favored to win and she got schlonged. I mean she lost. She got schlonged."
,"Let me ask you about your your positions in New Jersey. New Jersey has some of the toughest gun laws in the in the country. in '95 you ran on a platform of supporting the assault weapons ban. You said that GOP opponents that wanted to repeal it were dangerous crazy and radical and you supported in 2009. You ran against opposing attempts to permit concealed carry laws in New Jersey. Where do you stand now because you will appear to have changed. Well, listen, in 1995, Sean, I was 32 years old and I have changed my mind and the biggest reason I changed my mind was my seven years as a federal prosecutor. Are there any issues where you are moderate to left as a Republican? Well, listen, I favor some of the gun control measures we have in New Jersey and we have a densely populated state and there's a big hand gun problem in New Jersey. Now, I don't support all the things that the governor supports, by a long stretch, but I think looking at it from a law enforcement perspective, seeing how many police officers were killed, we have an illegal gun problem in New Jersey."
,"They call Ohio a bellwether state, It's a battleground state. It's a state that knows how to pick a President. As Ohio goes so goes the nation. In the critical critical Buckeye State of Ohio too close to call. Hillary Clinton will become the President-elect of the United States. I'm told inside the Clinton camp that there's a one Republican they're more nervous about than anyone else. It's John Kasich, the Ohio governor. You're a big Hillary Clinton supporter. Who would you least like her to run against? Who's the most substantive? I think John Kasich. I would fear John Kasich. John Podesta, and other top officials are saying they're a little bit nervous about somebody like John Kasich especially if he can carry Ohio, the Republicans do not win the White House traditionally unless you carry Ohio. I'm from Ohio. She will not meet me there. I can promise you that."
,"You know when we launched our campaign the New York Times promptly opined Cruz cannot win because the washington elites despise him. I kinda thought that was the whole point of the campaign. If you think things are going great in Washington, that we need to keep going in the same direction maybe, just fiddle around the edges, then I ain't your guy. On the other hand if you think Washington is fundamentally broken, that there is a bipartisan corruption of career politicians in both parties that get in bed with the lobbyists and grow and grow and grow government, and we he did take power out of Washington and back to We the People. That is what this campaign is all about. Courageous Conservatives PAC paid for this ad and is solely responsible for its contents. Not authorized by any candidate or candidate's committee. courageousconservativespac.com"
,"What is it gonna mean for Donald Trump to have Bill DeBlasio as mayor? Well I think he's a smart guy that knows what's going on really feel great and I think he's not going to want to destroy New York. That was Donald Trump a little over two years ago endorsing PC socialist Bill DeBlasio for New York Mayor. And I think pretty strongly that he'll end up being a good mayor, maybe a very good mayor. DeBlasio ran on class warfare, sanctuary cities and ending stop-and-frisk. DeBlasio sided with looters and cop killers against the police. With teachers unions against schoolchildren. And with PC liberals to let the homeless run wild on city streets. I think he's gonna wanna make New York great. So just why Trump endorsed Bill DeBlasio? He actually said some very nice things about me at a recent cocktail party I was told by somebody, I thought that was very nice. Ted Cruz for President: let's take our country back now before it's too late. Courageous Conservatives PAC paid for this ad and is solely responsible for its content. Not authorized by any candidate or candidate committee. courageousconservativespac.com"
,We need leadership in the White House now that will unlock the potential of this great nation by challenging the status quo. That's what Carly Fiorina has done her entire life. She rose from secretary to CEO she turned around a failing company. She became a transformative leader of global nonprofits. Now she is taking on the political class. It is time to take our country back. Paid for by CARLY for America. Not coordinated with any candidate or candidate's committee.
,"Happening this morning Bill Clinton is set to make his first solo appearance on behalf of his wife in New Hampshire. The last thing they want is to have this rehashed, it makes her uncomfortable as a candidate and when your candidate is uncomfortable, they're not good candidates. But no other candidate ... a reporter today asking President Clinton if those past allegations against him are fair game what they have to say? He pretty much dodged the question Jake. This is not the fight that the Clintons wanna have. This is not the way they want this campaign to be defined for all sorts of reasons and so I think, will former President Bill Clinton want to answer a question about this of course Andrea Mitchell asked him about it yesterday, he decided he wasn't going to engage. Former President Bill Clinton addressing the question but not directly engaging. And I think that in some of the most prominent cases not only were they accusations not disproven, they were confirmed that acknowledged by President Clinton."
,"He was rated A+ by the NRA. Not for his promises, but for defending the 2nd Amendment. He's a man of deep faith who fought time and again for the right to life. He laid out a plan to destroy ISIS months before Paris. He will strengthen our border and use conservative principles to put Washington's broken fiscal house back in order. Jeb Bush. He's the conservative you can trust to fight for our beliefs. Right To Rise USA is responsible for the content of this message."
,Our country is totally divided. There's so much hatred. There's so many problems. Our President was a terrible unifier. He was the opposite of a unifier. He was a divider. I will unify and bring our country back together. It's something I've done all my life. I get along with people. A lot of people don't know that about me. They don't think that's the case. It is the case. I've built a great company by bringing people together. I will bring our country together. We will be unified. We will be one. We will be happy again.
,Our country is totally divided. There's so much hatred. There's so many problems. Our president was a terrible unifier he was the opposite of the unifier he was a divider. I will unify and bring our country back together. It's something I've done all my life. I get along with people. A lot of people don't know that about me. They don't think that's the case. It is the case. I built a great company by bringing people together. I will bring our country together. We will be unified. We will be one. We will be happy again.
,"When no one else would take on Washington, who actually has stood up not just to Democrats but to leaders in our own party? Ted Cruz has led the fight when millions of Americans rose up against Obamacare. I was proud to lead that fight when millions of Americans rose up against amnesty. I was proud to lead that fight when millions of Americans rose up against Planned Parenthood. I was proud to lead that fight. Leadership you can trust. I'm Ted Cruz and I approved this message."
,"Look, at any time that there is a crisis, a tragedy, whether it's San Bernardino or these tragic mass killings by deranged people, the first impulse of the President of the United States and Hillary Clinton is to take more rights away from law-abiding citizens and frankly the protection of the Second Amendment keeps us safe and keeps a strong and we should do everything we can to enhance that right. Law-abiding citizens that are trained to be able to protect themselves creates a safer America. There's evidence to this in every possible way but it just reeks of common sense as well. So I'm a strong supporter of the Second Amendment and I will fight as hard as I can against any effort by this president or by any liberal that wants to take away people's rights that are embedded in the Bill of Rights embedded in our constitution"
,"I understand that when the mainstream media covers immigration it doesn't see it as an economic issue but I can tell you it is a very personal economic issue. And I will say that the politics of it would be very very different if a bunch of lawyers are bankers were crossing the Rio Grande. Or a bunch of people with journalism degrees were coming over and driving down the wages in the press. Then we would see stories about the economic calamity that is befalling our nation. I'f I'm elected president we will triple the border patrol, we will build a wall that works. We will secure the border. I'm Ted Cruz and I approve this message."
,"For me the issue of abortion and life is not a political issue, it's a human rights issue. I will look for ways to limit the number of abortions in this country, particularly those late-term abortions where children who are viable outside the womb are still being killed. If I have to make a choice, I am going to choose life. It's not because I want to tell anybody what to do with their body or their lives, but because I believe that one of the fundamental rights given to us by our Creator is the right to live. I'm Marco Rubio and I approved this message."
,"Donald Trump is not a conservative because he's extreme on abortion. Would President Trump ban partial-birth abortion? Well, look, I am I'm very pro-choice. You would not ban it, or ban partial-birth abortion? I would I would I am I am pro-choice in every respect. Does this sound conservative? I am pro-choice in every respect. I am pro-choice in every respect. I am pro-choice in every respect.For partial birth abortion. Not a conservative. Keep the Promise I is responsible for the content of this advertising."
,"Jeb Bush once stood tall before his campaign sank like a rock and he started desperately slinging mud at fellow Republicans. That's not presidential, Jeb. John Kasich did cut Ohio's taxes, cut state spending and turned a deficit into a surplus. Brought back jobs from Mexico and China. That's John Kasich. That conservative, that's presidential. New Day for America is responsible for the content of this advertising."
,"You know everyone here talks about the need to take on Washington the natural next question is who actually has done so. He actually went to Washington D.C. and did what he told the voters he was going to do. Who actually has stood up not just to Democrats but to leaders in our own party? Stick to his guns, doesn't apologize for what he has to say. Why do I support Ted Cruz, it's because I trust Ted Cruz. When I tell you I'm gonna do something I'm gonna do exactly what I said I would. Keep the Promise I is responsible for the content of this advertisement."
,What's Canadian about Ted Cruz? His tax plan: Cruz wants a value-added tax like they have in Canada and European socialist countries. Obama and Pelosi say they're open to it. President Reagan hated it. Conservatives called the Cruz scheme a liberals dream because it makes it so easy to raise taxes. Ted Cruz wrong on taxes. Conservative Solutions PAC is responsible for the content of this advertising.
,"Finally someone had the guts to tell it like it is. The questions that have been asked so far in this debate illustrate why the American people don't trust the media. This is not a cage match. You look at the questions. Donald Trump, are you a comic book villain? Ben Carson, can you do math? John Kasich, will you insult two people over here? Marco Rubio, why don't you resign? Jeb Bush, why have your numbers fallen? How about talking about the substantive issues people care about? The media can't silence him. Washington can't break him, because everyone knows exactly where he stands. If elected President, enemies across this world will know the United States is not to be trifled with. We'll kill the terrorists. We'll repeal Obamacare and we will defend the Constitution, every single word of it. Crystal-clear vision. Strong, honest leadership. That's what it takes to win. I can't wait to stand on that debate stage with Hillary Clinton. Ted Cruz for President. I'm Ted Cruz and I approved this message."
,"Yesterday a bipartisan group of senators announced their principles for comprehensive immigration reform, which are very much in line with the principles I've proposed and campaigned on for the last few years. The so-called Gang of 8 has wrapped up months of negotiations and will present a bill that includes a pathway to citizenship for many of the 11 million immigrants. The man at the center bringing together, Republican senator from Florida, Marco Rubio. Let's bring these people out of the shadows. They'll undergo a background check. He was the co-author of the bill, it was the Rubio bill, the Rubio-Schumer bill. His fingerprints are all over that bill. Did he resist the pathway to citizenship for the 11 million? No he understood it, he molded it, he made it. Three years ago in a debate you were clear on this, you said an earned pathway was amnesty. Yet you've changed your mind here, why? Do you support a path to citizenship for immigrants who are in the United States but are here illegally? I do but first we have to do two things. Why isn't that amnesty? Because in fact you are giving legal status to people who have broken the law. Actually I changed my mind. I'm kidding. So that's what comprehensive immigration reform looks like. Smarter enforcement. A pathway to earned citizenship. Ah, it's been fun."
,"My name is Olivia. I'm a little feminist growing up to help all women with equal rights. I have two dads. I go to a school for a school for kids with learning disabilities and I wish there were more public schools that can help kids with dyslexia like me. I hope you can be the first woman president of the whole United States! By the way I'm really glad that there is gay marriage legal all around the whole 50 states of America. I would be completely willing to help you out after school. I bet I would be the youngest member of your campaign. Everybody say hello to our newest volunteer, Olivia. Hi is this Jasmine? Hello, my name is Olivia and I'm a volunteer with Hillary Clinton's campaign."
,"Let us stand together and do our duty and we shall not fail. Our government has become incompetent, unresponsive, corrupt. And that incompetence, ineptitude, lack of accountability is now dangerous. Talking tough is not the same as being strong and, to wage war, we need a commander-in-chief who has made tough calls in tough times and stood up to be held accountable over and over. Margaret Thatcher once said that she was not content to manage the decline of a great nation. Neither am I. And we need to beat Hillary Clinton to take our country back and keep our nation safe. And together, if you join me, we will take our country back."
,"You know, everyone here talks about the need to take on Washington. The natural next question is who has actually done so? He really represents the people. He represents me. He actually went to Washington, D.C. and did what he told the voters he was going to do. Who actually has stood up not just to Democrats but to leaders of their own party? He's not afraid to say the honest truth even if it's unpopular. When millions of Americans rose up against Obamacare, I was proud to lead that fight. He sticks to his guns, doesn't apologize for what he has to say. He has been consistent on every issue. When millions of Americans rose up against Planned Parenthood, I was proud to lead that fight. I feel as though he is a man of conviction. Why do I support Ted Cruz? It's because I trust Ted Cruz. Trust is everything. We have to get it right. I think he's got what this country needs. When I tell you I'm gonna do something, I'm gonna do exactly what I said I would do. Paid for by Keep the Promise I. Not authorized by any candidate or candidate's committee."
,"I would like anyone who is listening to consider some thoughts that I paraphrase from the words of German pastor Martin Niem_ller. You might not care if Donald Trump says Muslims must register with their government because you're not one. And you might not care if Donald Trump says he's going to round up all the Hispanic immigrants because you're not one. And you might not care if Donald Trump says it's ok to rough up black protesters because you're not one. And you might not care if Donald Trump wants to suppress journalists because you're not one. But think about this. If he keeps going and he actually becomes president, he might just get around to you and you better hope that there's someone left to help you."
,"That is not what you said at the time and Yahoo dug up these quotes from back then. You said if this amendment were to pass the chances of this bill passing into law would increase dramatically. A few weeks later during a debate on the senate floor Cruz repeated his belief that this amendment is the compromise that can pass and you repeated later in Princeton that if my amendment were adopted this bill would pass. It sounded like you wanted the bill to pass. We have welcomed refugees, the tired huddled masses for centuries. That's been the history of the United States. We should continue to do so."
,"One of the things my grandfather instilled in me was that I was really blessed because I was a citizen of the greatest country in the history of all mankind. But there have always been people in American politics I wanted America to be more like the rest of the world and in 2008 one of them was elected president of this country and the result has been a disaster. Today you have millions of Americans who feel left out and out of place in their own country, struggling to live paycheck to paycheck called bigots because they hold on to traditional values. And around the world America's influence has declined. While this president's destroyed our military our allies no longer trust us and our adversaries no longer respect us. That is why this election is so important that is why I'm running and that's why I'm going to ask you for your vote tonight. If you elect me president we will have a president that believes America is the greatest country in the world and we will have the president acts like it."
,"I mean I lived in New York City in Manhattan all my life , so you know my views are little bit different than if I lived in Iowa. They are different, like on abortion. Would President Trump ban partial-birth abortion? Well look, I am pro-choice in every respect. And what this Trump think about Iowa? How stupid are the people of Iowa? Donald Trump, New York values, not ours. You know , my views are a little bit different than if I lived in Iowa. I'm Ted Cruz and I approve this message."
,"He is not a war hero. He's a war hero because he got captured. If Ivanka were not my daughter perhaps I'd be dating her, you know. Host: Stop there, it's so weird. I have a great relationship with the blacks. I have always had a great relationship with the blacks. The blacks? Well I just don't respect her as a journalist. You know, you could see there was blood coming out of her eyes blood coming out of her wherever. Somebody's doing the raping, Don. You know, I mean, somebody's doing this. Just think, it's women being raped. Well who's doing the raping? It moves this way, it moves that way. How stupid are the people of Iowa?"
,"America is not just selecting a president. We're also electing a commander-in-chief. That choice matters because strengthening the economy, making health care more affordable, raising incomes -- a lot depends on us being both secure at home and leading the world. I will get up every single day and do whatever it takes to make sure our country is safe and strong. I am HIllary Clinton and I approve this message."
,"Are you going to do something romantic with Mom, age 90 and 91. He said, I'm watching. We're watching a mystery movie at two o'clock in the afternoon. That's very romantic."
,"It took Alexis four years to earn her college degree, but it will take her 25 years to pay off her student loans. Join the fight to make college affordable. Join the fight for Alexis. I'm Hillary Clinton and I approve this message"
,"And now the poor guy...You have to see this guy: I don't know what I said I don't remember. He appeared to mock a reporter with a disability. He's going like, I don't remember, maybe that's what I said. The reporter he is talking about is Serge Kovaleski who works for the New York Times. As you can see right there he suffers from a chronic condition that impairs movement of his arms. Trump says he wasn't mocking the reported because he didn't know what the reporter looked like but in truth they have known each other personally for years. He's going like, I don't remember, maybe that's what I said."
,"_ _ These boots are made for flippin' _ _ and that's just what they'll do _ _ one of these days young Marco's gonna flip, flop, flip on you _ _ You keep spinnin' when you oughta be truthin' _ _ you keepin' when you shoulda not flop _ _ you keep leaving when you oughta be votin' _ _ now what's work is work _ _ but you ain't earned it yet, these boots are made for flippin' _ _ and that's just what they'll do _ _ one of these days young Marco's gonna flip, flop, flip on you _ _ Are you ready Marco's boots, start flippin' _ _"
,"We need a President who knows how to protect you and knows how it feels when we don't. I was named U.S. Attorney on September 10, 2001. The next day Mary Pat took the PATH train to the World Trade Center. She walked the two blocks to her office and turned on the television and the first building was on fire. I called Mary Pat immediately and I said, are you okay? They were telling her that they had to evacuate her to her basement. Five and a half hours passed. I thought about three things: What was I gonna do without my best friend? What am I gonna tell the kids? What kind of single parent would I be? The phone rang and I got the greatest phone call of my life. Mary pat was ok. Here's what I fear: We've become complacent as a country. We've gone all these years up until San Bernardino without another attack. I'll never forget. My wife was there. We lost friends. I know the loss and the pain and I know the fear of loss. We need a president who will have the American people and their safety not only in his mind and in his fist but in his heart. America Leads responsible for the content of this advertising."
,"It's time we got someone in the White House who represents me. Someone like Marco Rubio. He's has been here and listened. Right here in New Hampshire. He understands my generation. He'll protect mine and he'll protect our rights. He will get serious with Iran, China, Russia and help create jobs right here in New Hampshire -- in Manchester, Bradford, Milford. He gets the new economy. Go Marco. He's got our values and a plan for a new American Century. I'm Marco Rubio and I approved this message. Hey it's Marco Rubio thanks for watching. Make sure to click below to subscribe to my YouTube channel so you can get our campaign's latest videos. Go ahead I'll wait."
,"The Republicans finally admit it. Republican Kevin McCarthy saying ...the committee investigating Benghazi and Clinton's emails was created to destroy her candidacy... Everybody thought Hillary Clinton was unbeatable, right? But we put together a Benghazi special committee... What are her numbers today? Republicans have spent millions attacking Hillary... ...because she's fighting for everything they oppose... ...from affordable health care. ...to equal pay... She'll never stop fighting for you. And the Republicans know it. I'm Hillary Clinton and I approved this message."
